ID,Prob1
291, 0.28
292, 0.44
293, 0.51
294, 0.58
295, 0.41
296, 0.39
297, 0.20
298, 0.34
299, 0.24
300, 0.57
301, 0.32
302, 0.33
303, 0.65
304, 0.33
305, 0.58
306, 0.60
307, 0.20
308, 0.53
309, 0.31
310, 0.42
311, 0.43
312, 0.34
313, 0.27
314, 0.54
315, 0.28
316, 0.21
317, 0.34
318, 0.60
319, 0.50
320, 0.45
321, 0.60
322, 0.28
323, 0.18
324, 0.32
325, 0.55
326, 0.21
327, 0.20
328, 0.29
329, 0.30
330, 0.76
331, 0.41
332, 0.30
333, 0.45
334, 0.36
335, 0.26
336, 0.37
337, 0.36
338, 0.69
339, 0.33
340, 0.21
341, 0.33
342, 0.49
343, 0.46
344, 0.46
345, 0.23
346, 0.59
347, 0.36
348, 0.33
349, 0.23
350, 0.58
351, 0.32
352, 0.17
353, 0.37
354, 0.68
355, 0.67
356, 0.50
357, 0.45
358, 0.46
359, 0.47
360, 0.27
361, 0.47
362, 0.72
363, 0.37
364, 0.45
365, 0.58
366, 0.52
367, 0.22
368, 0.28
369, 0.28
370, 0.67
371, 0.39
372, 0.34
373, 0.40
374, 0.49
375, 0.20
376, 0.43
377, 0.52
378, 0.38
379, 0.41
380, 0.81
381, 0.27
382, 0.50
383, 0.57
384, 0.57
385, 0.23
386, 0.47
387, 0.60
388, 0.20
389, 0.20
390, 0.30
391, 0.59
392, 0.53
393, 0.28
394, 0.68
395, 0.45
396, 0.38
397, 0.38
398, 0.28
399, 0.39
400, 0.31
401, 0.36
402, 0.32
403, 0.24
404, 0.48
405, 0.42
406, 0.35
407, 0.41
408, 0.45
409, 0.27
410, 0.42
411, 0.42
412, 0.42
413, 0.41
414, 0.17
415, 0.55
416, 0.29
417, 0.23
418, 0.45
419, 0.35
420, 0.33
421, 0.49
422, 0.72
423, 0.71
424, 0.26
425, 0.35
426, 0.41
427, 0.29
428, 0.28
429, 0.35
430, 0.47
431, 0.37
432, 0.21
433, 0.28
434, 0.49
435, 0.36
436, 0.48
437, 0.48
438, 0.21
439, 0.80
440, 0.23
441, 0.40
442, 0.32
443, 0.55
444, 0.27
445, 0.59
446, 0.34
447, 0.22
448, 0.47
449, 0.28
450, 0.21
451, 0.24
452, 0.18
453, 0.37
454, 0.47
455, 0.48
456, 0.30
457, 0.43
458, 0.48
459, 0.70
460, 0.39
461, 0.80
462, 0.22
463, 0.48
464, 0.34
465, 0.28
466, 0.38
467, 0.59
468, 0.21
469, 0.68
470, 0.31
471, 0.36
472, 0.77
473, 0.45
474, 0.37
475, 0.37
476, 0.22
477, 0.49
478, 0.44
479, 0.34
480, 0.50
481, 0.20
482, 0.18
483, 0.62
484, 0.47
485, 0.41
486, 0.27
487, 0.27
488, 0.30
489, 0.39
490, 0.35
491, 0.40
492, 0.21
493, 0.34
494, 0.51
495, 0.58
496, 0.25
497, 0.40
498, 0.23
499, 0.61
500, 0.60
501, 0.80
502, 0.57
503, 0.25
504, 0.52
505, 0.47
506, 0.26
507, 0.61
508, 0.34
509, 0.46
510, 0.23
511, 0.61
512, 0.33
513, 0.52
514, 0.81
515, 0.42
516, 0.41
517, 0.18
518, 0.64
519, 0.28
520, 0.37
521, 0.30
522, 0.64
523, 0.41
524, 0.68
525, 0.58
526, 0.46
527, 0.47
528, 0.71
529, 0.33
530, 0.26
531, 0.42
532, 0.19
533, 0.49
534, 0.45
535, 0.16
536, 0.21
537, 0.28
538, 0.20
539, 0.44
540, 0.44
541, 0.80
542, 0.60
543, 0.42
544, 0.60
545, 0.70
546, 0.39
547, 0.23
548, 0.34
549, 0.18
550, 0.24
551, 0.30
552, 0.36
553, 0.20
554, 0.50
555, 0.19
556, 0.39
557, 0.18
558, 0.56
559, 0.55
560, 0.33
561, 0.70
562, 0.36
563, 0.35
564, 0.19
565, 0.24
566, 0.16
567, 0.25
568, 0.46
569, 0.31
570, 0.38
571, 0.51
572, 0.36
573, 0.34
574, 0.37
575, 0.23
576, 0.18
577, 0.32
578, 0.46
579, 0.38
580, 0.31
581, 0.21
582, 0.17
583, 0.33
584, 0.64
585, 0.76
586, 0.68
587, 0.20
588, 0.40
589, 0.69
590, 0.20
591, 0.22
592, 0.36
593, 0.79
594, 0.67
595, 0.64
596, 0.18
597, 0.53
598, 0.33
599, 0.32
600, 0.21
601, 0.61
602, 0.49
603, 0.50
604, 0.19
605, 0.41
606, 0.27
607, 0.35
608, 0.27
609, 0.47
610, 0.50
611, 0.58
612, 0.40
613, 0.30
614, 0.22
615, 0.17
616, 0.34
617, 0.64
618, 0.42
619, 0.26
620, 0.53
621, 0.53
622, 0.54
623, 0.47
624, 0.73
625, 0.29
626, 0.49
627, 0.36
628, 0.39
629, 0.36
630, 0.27
631, 0.25
632, 0.68
633, 0.53
634, 0.33
635, 0.20
636, 0.33
637, 0.50
638, 0.27
639, 0.20
640, 0.40
641, 0.18
642, 0.28
643, 0.37
644, 0.51
645, 0.32
646, 0.79
647, 0.23
648, 0.47
649, 0.44
650, 0.83
651, 0.39
652, 0.31
653, 0.44
654, 0.31
655, 0.55
656, 0.23
657, 0.40
658, 0.34
659, 0.19
660, 0.39
661, 0.38
662, 0.55
663, 0.71
664, 0.31
665, 0.39
666, 0.65
667, 0.65
668, 0.19
669, 0.19
670, 0.32
671, 0.31
672, 0.78
673, 0.59
674, 0.25
675, 0.46
676, 0.52
677, 0.20
678, 0.30
679, 0.21
680, 0.56
681, 0.22
682, 0.34
683, 0.18
684, 0.47
685, 0.51
686, 0.21
687, 0.30
688, 0.24
689, 0.26
690, 0.20
691, 0.36
692, 0.63
693, 0.67
694, 0.27
695, 0.42
696, 0.33
697, 0.33
698, 0.34
699, 0.29
700, 0.25
701, 0.27
702, 0.51
703, 0.37
704, 0.46
705, 0.40
706, 0.17
707, 0.26
708, 0.23
709, 0.54
710, 0.58
711, 0.65
712, 0.42
713, 0.65
714, 0.34
715, 0.46
716, 0.32
717, 0.32
718, 0.42
719, 0.32
720, 0.27
721, 0.52
722, 0.36
723, 0.51
724, 0.36
725, 0.18
726, 0.17
727, 0.79
728, 0.53
729, 0.38
730, 0.56
731, 0.57
732, 0.34
733, 0.29
734, 0.34
735, 0.40
736, 0.46
737, 0.31
738, 0.34
739, 0.53
740, 0.33
741, 0.17
742, 0.81
743, 0.40
744, 0.36
745, 0.28
746, 0.45
747, 0.60
748, 0.48
749, 0.37
750, 0.44
751, 0.47
752, 0.73
753, 0.37
754, 0.29
755, 0.40
756, 0.49
757, 0.22
758, 0.52
759, 0.21
760, 0.60
761, 0.18
762, 0.48
763, 0.23
764, 0.16
765, 0.40
766, 0.35
767, 0.31
768, 0.30
769, 0.18
770, 0.50
771, 0.27
772, 0.25
773, 0.23
774, 0.28
775, 0.54
776, 0.51
777, 0.18
778, 0.44
779, 0.24
780, 0.49
781, 0.30
782, 0.62
783, 0.50
784, 0.37
785, 0.20
786, 0.20
787, 0.44
788, 0.61
789, 0.61
790, 0.69
791, 0.19
792, 0.28
793, 0.47
794, 0.21
795, 0.21
796, 0.27
797, 0.44
798, 0.31
799, 0.17
800, 0.40
801, 0.27
802, 0.65
803, 0.69
804, 0.35
805, 0.66
806, 0.52
807, 0.36
808, 0.49
809, 0.46
810, 0.29
811, 0.27
812, 0.34
813, 0.35
814, 0.23
815, 0.31
816, 0.25
817, 0.27
818, 0.29
819, 0.56
820, 0.43
821, 0.18
822, 0.36
823, 0.21
824, 0.64
825, 0.36
826, 0.47
827, 0.22
828, 0.22
829, 0.37
830, 0.51
831, 0.36
832, 0.31
833, 0.24
834, 0.28
835, 0.56
836, 0.46
837, 0.36
838, 0.35
839, 0.16
840, 0.84
841, 0.42
842, 0.28
843, 0.38
844, 0.84
845, 0.27
846, 0.56
847, 0.31
848, 0.64
849, 0.22
850, 0.36
851, 0.39
852, 0.21
853, 0.30
854, 0.78
855, 0.33
856, 0.21
857, 0.36
858, 0.41
859, 0.53
860, 0.53
861, 0.27
862, 0.24
863, 0.45
864, 0.48
865, 0.32
866, 0.25
867, 0.30
868, 0.35
869, 0.54
870, 0.33
871, 0.21
872, 0.47
873, 0.49
874, 0.38
875, 0.18
876, 0.35
877, 0.59
878, 0.70
879, 0.57
880, 0.27
881, 0.20
882, 0.51
883, 0.35
884, 0.46
885, 0.41
886, 0.50
887, 0.45
888, 0.44
889, 0.42
890, 0.32
891, 0.34
892, 0.64
893, 0.39
894, 0.35
895, 0.48
896, 0.20
897, 0.31
898, 0.20
899, 0.26
900, 0.37
901, 0.45
902, 0.19
903, 0.40
904, 0.28
905, 0.49
906, 0.58
907, 0.25
908, 0.44
909, 0.39
910, 0.28
911, 0.35
912, 0.55
913, 0.26
914, 0.47
915, 0.25
916, 0.47
917, 0.46
918, 0.54
919, 0.32
920, 0.36
921, 0.29
922, 0.42
923, 0.52
924, 0.38
925, 0.30
926, 0.37
927, 0.56
928, 0.24
929, 0.48
930, 0.31
931, 0.28
932, 0.19
933, 0.54
934, 0.45
935, 0.44
936, 0.65
937, 0.21
938, 0.37
939, 0.50
940, 0.22
941, 0.31
942, 0.40
943, 0.40
944, 0.39
945, 0.32
946, 0.41
947, 0.36
948, 0.46
949, 0.58
950, 0.30
951, 0.33
952, 0.20
953, 0.17
954, 0.31
955, 0.20
956, 0.65
957, 0.35
958, 0.41
959, 0.39
960, 0.52
961, 0.26
962, 0.29
963, 0.26
964, 0.23
965, 0.42
966, 0.47
967, 0.55
968, 0.40
969, 0.34
970, 0.63
971, 0.48
972, 0.70
973, 0.44
974, 0.35
975, 0.25
976, 0.77
977, 0.20
978, 0.72
979, 0.43
980, 0.45
981, 0.53
982, 0.52
983, 0.22
984, 0.76
985, 0.35
986, 0.26
987, 0.42
988, 0.33
989, 0.34
990, 0.21
991, 0.44
992, 0.36
993, 0.28
994, 0.58
995, 0.29
996, 0.35
997, 0.66
998, 0.37
999, 0.51
1000, 0.49
1001, 0.17
1002, 0.30
1003, 0.54
1004, 0.19
1005, 0.24
1006, 0.26
1007, 0.80
1008, 0.30
1009, 0.22
1010, 0.49
1011, 0.65
1012, 0.38
1013, 0.22
1014, 0.18
1015, 0.11
1016, 0.57
1017, 0.32
1018, 0.37
1019, 0.26
1020, 0.68
1021, 0.74
1022, 0.29
1023, 0.73
1024, 0.35
1025, 0.28
1026, 0.22
1027, 0.30
1028, 0.31
1029, 0.60
1030, 0.32
1031, 0.34
1032, 0.23
1033, 0.33
1034, 0.18
1035, 0.29
1036, 0.53
1037, 0.19
1038, 0.47
1039, 0.21
1040, 0.17
1041, 0.22
1042, 0.34
1043, 0.38
1044, 0.27
1045, 0.47
1046, 0.30
1047, 0.31
1048, 0.63
1049, 0.17
1050, 0.41
1051, 0.19
1052, 0.20
1053, 0.49
1054, 0.58
1055, 0.34
1056, 0.22
1057, 0.20
1058, 0.21
1059, 0.21
1060, 0.26
1061, 0.25
1062, 0.23
1063, 0.35
1064, 0.52
1065, 0.55
1066, 0.63
1067, 0.51
1068, 0.27
1069, 0.24
1070, 0.23
1071, 0.19
1072, 0.21
1073, 0.30
1074, 0.46
1075, 0.45
1076, 0.58
1077, 0.44
1078, 0.65
1079, 0.51
1080, 0.37
1081, 0.35
1082, 0.52
1083, 0.59
1084, 0.45
1085, 0.39
1086, 0.47
1087, 0.66
1088, 0.21
1089, 0.25
1090, 0.37
1091, 0.34
1092, 0.39
1093, 0.41
1094, 0.27
1095, 0.19
1096, 0.25
1097, 0.49
1098, 0.37
1099, 0.29
1100, 0.25
1101, 0.33
1102, 0.38
1103, 0.27
1104, 0.50
1105, 0.42
1106, 0.30
1107, 0.48
1108, 0.39
1109, 0.19
1110, 0.57
1111, 0.35
1112, 0.25
1113, 0.17
1114, 0.32
1115, 0.38
1116, 0.30
1117, 0.52
1118, 0.18
1119, 0.38
1120, 0.51
1121, 0.22
1122, 0.41
1123, 0.46
1124, 0.35
1125, 0.39
1126, 0.23
1127, 0.19
1128, 0.29
1129, 0.29
1130, 0.27
1131, 0.31
1132, 0.43
1133, 0.38
1134, 0.23
1135, 0.20
1136, 0.20
1137, 0.22
1138, 0.83
1139, 0.21
1140, 0.23
1141, 0.47
1142, 0.45
1143, 0.27
1144, 0.31
1145, 0.63
1146, 0.68
1147, 0.21
1148, 0.39
1149, 0.64
1150, 0.41
1151, 0.25
1152, 0.19
1153, 0.32
1154, 0.42
1155, 0.40
1156, 0.52
1157, 0.62
1158, 0.21
1159, 0.51
1160, 0.56
1161, 0.55
1162, 0.26
1163, 0.29
1164, 0.13
1165, 0.39
1166, 0.83
1167, 0.69
1168, 0.27
1169, 0.63
1170, 0.45
1171, 0.19
1172, 0.41
1173, 0.58
1174, 0.84
1175, 0.29
1176, 0.64
1177, 0.30
1178, 0.59
1179, 0.37
1180, 0.50
1181, 0.33
1182, 0.20
1183, 0.46
1184, 0.25
1185, 0.46
1186, 0.53
1187, 0.24
1188, 0.26
1189, 0.62
1190, 0.35
1191, 0.47
1192, 0.28
1193, 0.21
1194, 0.47
1195, 0.22
1196, 0.29
1197, 0.31
1198, 0.52
1199, 0.69
1200, 0.74
1201, 0.66
1202, 0.27
1203, 0.23
1204, 0.46
1205, 0.44
1206, 0.35
1207, 0.42
1208, 0.28
1209, 0.18
1210, 0.57
1211, 0.32
1212, 0.33
1213, 0.48
1214, 0.70
1215, 0.36
1216, 0.30
1217, 0.32
1218, 0.45
1219, 0.17
1220, 0.50
1221, 0.43
1222, 0.27
1223, 0.33
1224, 0.47
1225, 0.34
1226, 0.34
1227, 0.69
1228, 0.21
1229, 0.60
1230, 0.49
1231, 0.22
1232, 0.55
1233, 0.35
1234, 0.77
1235, 0.50
1236, 0.32
1237, 0.47
1238, 0.66
1239, 0.50
1240, 0.28
1241, 0.43
1242, 0.20
1243, 0.23
1244, 0.29
1245, 0.63
1246, 0.44
1247, 0.29
1248, 0.37
1249, 0.29
1250, 0.46
1251, 0.64
1252, 0.63
1253, 0.21
1254, 0.35
1255, 0.37
1256, 0.38
1257, 0.40
1258, 0.16
1259, 0.42
1260, 0.66
1261, 0.30
1262, 0.33
1263, 0.43
1264, 0.36
1265, 0.50
1266, 0.73
1267, 0.27
1268, 0.42
1269, 0.56
1270, 0.22
1271, 0.16
1272, 0.51
1273, 0.36
1274, 0.37
1275, 0.20
1276, 0.78
1277, 0.48
1278, 0.46
1279, 0.30
1280, 0.21
1281, 0.28
1282, 0.21
1283, 0.18
1284, 0.50
1285, 0.63
1286, 0.67
1287, 0.21
1288, 0.60
1289, 0.19
1290, 0.19
1291, 0.68
1292, 0.21
1293, 0.18
1294, 0.21
1295, 0.50
1296, 0.48
1297, 0.23
1298, 0.21
1299, 0.23
1300, 0.20
1301, 0.20
1302, 0.33
1303, 0.48
1304, 0.47
1305, 0.20
1306, 0.34
1307, 0.34
1308, 0.17
1309, 0.31
1310, 0.47
1311, 0.41
1312, 0.40
1313, 0.22
1314, 0.63
1315, 0.27
1316, 0.59
1317, 0.40
1318, 0.84
1319, 0.32
1320, 0.34
1321, 0.18
1322, 0.28
1323, 0.30
1324, 0.41
1325, 0.48
1326, 0.20
1327, 0.29
1328, 0.50
1329, 0.66
1330, 0.43
1331, 0.38
1332, 0.52
1333, 0.44
1334, 0.58
1335, 0.46
1336, 0.24
1337, 0.22
1338, 0.71
1339, 0.47
1340, 0.40
1341, 0.51
1342, 0.37
1343, 0.51
1344, 0.38
1345, 0.45
1346, 0.33
1347, 0.46
1348, 0.32
1349, 0.43
1350, 0.29
1351, 0.19
1352, 0.20
1353, 0.54
1354, 0.48
1355, 0.45
1356, 0.21
1357, 0.37
1358, 0.21
1359, 0.30
1360, 0.23
1361, 0.63
1362, 0.65
1363, 0.39
1364, 0.19
1365, 0.36
1366, 0.34
1367, 0.27
1368, 0.73
1369, 0.80
1370, 0.45
1371, 0.29
1372, 0.19
1373, 0.40
1374, 0.34
1375, 0.28
1376, 0.42
1377, 0.35
1378, 0.77
1379, 0.24
1380, 0.24
1381, 0.74
1382, 0.24
1383, 0.50
1384, 0.47
1385, 0.27
1386, 0.33
1387, 0.18
1388, 0.43
1389, 0.38
1390, 0.28
1391, 0.20
1392, 0.24
1393, 0.52
1394, 0.31
1395, 0.47
1396, 0.30
1397, 0.27
1398, 0.23
1399, 0.75
1400, 0.26
1401, 0.27
1402, 0.35
1403, 0.26
1404, 0.35
1405, 0.30
1406, 0.17
1407, 0.25
1408, 0.56
1409, 0.64
1410, 0.28
1411, 0.26
1412, 0.31
1413, 0.43
1414, 0.17
1415, 0.56
1416, 0.69
1417, 0.32
1418, 0.20
1419, 0.52
1420, 0.34
1421, 0.72
1422, 0.22
1423, 0.17
1424, 0.71
1425, 0.39
1426, 0.73
1427, 0.57
1428, 0.35
1429, 0.40
1430, 0.42
1431, 0.53
1432, 0.51
1433, 0.44
1434, 0.41
1435, 0.59
1436, 0.44
1437, 0.23
1438, 0.48
1439, 0.31
1440, 0.76
1441, 0.39
1442, 0.19
1443, 0.22
1444, 0.23
1445, 0.56
1446, 0.20
1447, 0.23
1448, 0.84
1449, 0.18
1450, 0.28
1451, 0.19
1452, 0.19
1453, 0.30
1454, 0.53
1455, 0.23
1456, 0.26
1457, 0.37
1458, 0.33
1459, 0.33
1460, 0.42
1461, 0.50
1462, 0.41
1463, 0.42
1464, 0.28
1465, 0.30
1466, 0.33
1467, 0.26
1468, 0.43
1469, 0.21
1470, 0.21
1471, 0.62
1472, 0.36
1473, 0.33
1474, 0.28
1475, 0.48
1476, 0.50
1477, 0.18
1478, 0.57
1479, 0.35
1480, 0.35
1481, 0.40
1482, 0.52
1483, 0.24
1484, 0.39
1485, 0.42
1486, 0.22
1487, 0.55
1488, 0.32
1489, 0.22
1490, 0.83
1491, 0.45
1492, 0.17
1493, 0.67
1494, 0.33
1495, 0.31
1496, 0.23
1497, 0.16
1498, 0.40
1499, 0.44
1500, 0.60
1501, 0.36
1502, 0.37
1503, 0.36
1504, 0.63
1505, 0.30
1506, 0.34
1507, 0.20
1508, 0.28
1509, 0.26
1510, 0.73
1511, 0.30
1512, 0.35
1513, 0.38
1514, 0.36
1515, 0.75
1516, 0.74
1517, 0.51
1518, 0.17
1519, 0.37
1520, 0.49
1521, 0.21
1522, 0.42
1523, 0.36
1524, 0.29
1525, 0.31
1526, 0.51
1527, 0.45
1528, 0.44
1529, 0.29
1530, 0.32
1531, 0.33
1532, 0.25
1533, 0.52
1534, 0.43
1535, 0.56
1536, 0.70
1537, 0.27
1538, 0.34
1539, 0.47
1540, 0.78
1541, 0.19
1542, 0.55
1543, 0.46
1544, 0.46
1545, 0.35
1546, 0.60
1547, 0.40
1548, 0.17
1549, 0.35
1550, 0.33
1551, 0.39
1552, 0.35
1553, 0.41
1554, 0.20
1555, 0.33
1556, 0.55
1557, 0.48
1558, 0.44
1559, 0.21
1560, 0.23
1561, 0.27
1562, 0.34
1563, 0.53
1564, 0.42
1565, 0.41
1566, 0.18
1567, 0.36
1568, 0.18
1569, 0.83
1570, 0.25
1571, 0.60
1572, 0.64
1573, 0.76
1574, 0.39
1575, 0.52
1576, 0.74
1577, 0.34
1578, 0.46
1579, 0.55
1580, 0.23
1581, 0.18
1582, 0.46
1583, 0.31
1584, 0.28
1585, 0.27
1586, 0.19
1587, 0.35
1588, 0.36
1589, 0.69
1590, 0.37
1591, 0.31
1592, 0.41
1593, 0.42
1594, 0.23
1595, 0.39
1596, 0.40
1597, 0.60
1598, 0.28
1599, 0.32
1600, 0.56
1601, 0.51
1602, 0.56
1603, 0.21
1604, 0.22
1605, 0.48
1606, 0.52
1607, 0.31
1608, 0.20
1609, 0.55
1610, 0.59
1611, 0.44
1612, 0.26
1613, 0.22
1614, 0.20
1615, 0.42
1616, 0.63
1617, 0.32
1618, 0.38
1619, 0.50
1620, 0.41
1621, 0.36
1622, 0.18
1623, 0.34
1624, 0.31
1625, 0.23
1626, 0.60
1627, 0.48
1628, 0.25
1629, 0.42
1630, 0.51
1631, 0.38
1632, 0.79
1633, 0.41
1634, 0.64
1635, 0.31
1636, 0.50
1637, 0.38
1638, 0.27
1639, 0.51
1640, 0.51
1641, 0.29
1642, 0.63
1643, 0.51
1644, 0.34
1645, 0.50
1646, 0.17
1647, 0.31
1648, 0.35
1649, 0.20
1650, 0.46
1651, 0.34
1652, 0.61
1653, 0.19
1654, 0.70
1655, 0.57
1656, 0.17
1657, 0.22
1658, 0.27
1659, 0.20
1660, 0.55
1661, 0.29
1662, 0.30
1663, 0.50
1664, 0.27
1665, 0.22
1666, 0.27
1667, 0.61
1668, 0.53
1669, 0.19
1670, 0.58
1671, 0.37
1672, 0.52
1673, 0.82
1674, 0.29
1675, 0.82
1676, 0.16
1677, 0.28
1678, 0.30
1679, 0.43
1680, 0.57
1681, 0.40
1682, 0.49
1683, 0.83
1684, 0.24
1685, 0.59
1686, 0.61
1687, 0.39
1688, 0.70
1689, 0.26
1690, 0.30
1691, 0.36
1692, 0.34
1693, 0.49
1694, 0.60
1695, 0.24
1696, 0.48
1697, 0.30
1698, 0.35
1699, 0.22
1700, 0.52
1701, 0.16
1702, 0.32
1703, 0.17
1704, 0.30
1705, 0.39
1706, 0.39
1707, 0.41
1708, 0.42
1709, 0.21
1710, 0.32
1711, 0.19
1712, 0.34
1713, 0.26
1714, 0.32
1715, 0.38
1716, 0.34
1717, 0.30
1718, 0.26
1719, 0.61
1720, 0.74
1721, 0.28
1722, 0.56
1723, 0.24
1724, 0.55
1725, 0.19
1726, 0.59
1727, 0.36
1728, 0.46
1729, 0.65
1730, 0.29
1731, 0.43
1732, 0.21
1733, 0.40
1734, 0.64
1735, 0.66
1736, 0.26
1737, 0.26
1738, 0.26
1739, 0.37
1740, 0.65
1741, 0.41
1742, 0.23
1743, 0.84
1744, 0.55
1745, 0.35
1746, 0.45
1747, 0.20
1748, 0.23
1749, 0.28
1750, 0.62
1751, 0.61
1752, 0.45
1753, 0.40
1754, 0.22
1755, 0.25
1756, 0.47
1757, 0.41
1758, 0.20
1759, 0.54
1760, 0.21
1761, 0.18
1762, 0.19
1763, 0.22
1764, 0.38
1765, 0.17
1766, 0.31
1767, 0.49
1768, 0.34
1769, 0.62
1770, 0.36
1771, 0.30
1772, 0.25
1773, 0.33
1774, 0.17
1775, 0.35
1776, 0.52
1777, 0.33
1778, 0.60
1779, 0.43
1780, 0.19
1781, 0.30
1782, 0.55
1783, 0.39
1784, 0.48
1785, 0.57
1786, 0.78
1787, 0.24
1788, 0.31
1789, 0.31
1790, 0.28
1791, 0.34
1792, 0.29
1793, 0.57
1794, 0.45
1795, 0.17
1796, 0.56
1797, 0.59
1798, 0.43
1799, 0.36
1800, 0.64
1801, 0.18
1802, 0.59
1803, 0.28
1804, 0.36
1805, 0.68
1806, 0.19
1807, 0.43
1808, 0.30
1809, 0.31
1810, 0.25
1811, 0.36
1812, 0.50
1813, 0.17
1814, 0.58
1815, 0.63
1816, 0.18
1817, 0.46
1818, 0.69
1819, 0.42
1820, 0.46
1821, 0.20
1822, 0.21
1823, 0.41
1824, 0.23
1825, 0.46
1826, 0.49
1827, 0.18
1828, 0.19
1829, 0.34
1830, 0.33
1831, 0.69
1832, 0.54
1833, 0.61
1834, 0.44
1835, 0.23
1836, 0.30
1837, 0.61
1838, 0.36
1839, 0.16
1840, 0.56
1841, 0.50
1842, 0.51
1843, 0.50
1844, 0.63
1845, 0.26
1846, 0.29
1847, 0.19
1848, 0.47
1849, 0.78
1850, 0.54
1851, 0.18
1852, 0.37
1853, 0.25
1854, 0.43
1855, 0.63
1856, 0.43
1857, 0.20
1858, 0.39
1859, 0.34
1860, 0.36
1861, 0.23
1862, 0.74
1863, 0.29
1864, 0.37
1865, 0.21
1866, 0.43
1867, 0.24
1868, 0.40
1869, 0.25
1870, 0.35
1871, 0.32
1872, 0.57
